Feature,Feature Systematic Name,Feature Type,Coordinates,Start,End,Strand,essential_or_not,Feature Systematic Name
YFL068W,YFL068W,ORF,53-535,53,535,+,not essential,YFL068W
YFL067W,YFL067W,ORF,836-1363,836,1363,+,not essential,YFL067W
YFL066C,YFL066C,ORF,1437-2615,1437,2615,-,not essential,YFL066C
YFL065C,YFL065C,ORF,3030-3338,3030,3338,-,not essential,YFL065C
YFL064C,YFL064C,ORF,3322-3846,3322,3846,-,not essential,YFL064C
YFL063W,YFL063W,ORF,5066-5521,5066,5521,+,not essential,YFL063W
ARS600,ARS600,ARS,5426-5529,5426,5529,0,not essential,ARS600
COS4,YFL062W,ORF,6426-7565,6426,7565,+,not essential,YFL062W
DDI3,YFL061W,ORF,9545-10222,9545,10222,+,not essential,YFL061W
SNO3,YFL060C,ORF,10301-10969,10301,10969,-,not essential,YFL060C
SNZ3,YFL059W,ORF,11363-12259,11363,12259,+,not essential,YFL059W
THI5,YFL058W,ORF,12929-13951,12929,13951,+,not essential,YFL058W
AAD6,YFL056C,pseudogene,14305-15431,14305,15431,-,not essential,YFL056C
AGP3,YFL055W,ORF,17004-18680,17004,18680,+,not essential,YFL055W
ARS600.4,ARS600.4,ARS,20702-20900,20702,20900,0,not essential,ARS600.4
AQY3,YFL054C,ORF,20847-22787,20847,22787,-,not essential,YFL054C
DAK2,YFL053W,ORF,23423-25198,23423,25198,+,not essential,YFL053W
ZNF1,YFL052W,ORF,28232-29629,28232,29629,+,not essential,YFL052W
YFL051C,YFL051C,ORF,30058-30540,30058,30540,-,not essential,YFL051C
ARS601,ARS601,ARS,32473-32995,32473,32995,0,not essential,ARS601
ARS602,ARS602,ARS,32667-33247,32667,33247,0,not essential,ARS602
ALR2,YFL050C,ORF,33272-35848,33272,35848,-,not essential,YFL050C
SWP82,YFL049W,ORF,36803-38674,36803,38674,+,not essential,YFL049W
EMP47,YFL048C,ORF,38843-40180,38843,40180,-,not essential,YFL048C
RGD2,YFL047W,ORF,40421-42565,40421,42565,+,not essential,YFL047W
FMP32,YFL046W,ORF,42815-43438,42815,43438,+,not essential,YFL046W
SEC53,YFL045C,ORF,43628-44392,43628,44392,-,essential,YFL045C
OTU1,YFL044C,ORF,44655-45560,44655,45560,-,not essential,YFL044C
LAM5,YFL042C,ORF,45720-47744,45720,47744,-,not essential,YFL042C
YFL041W-A,YFL041W-A,ORF,48734-48925,48734,48925,+,not essential,YFL041W-A
FET5,YFL041W,ORF,49139-51007,49139,51007,+,not essential,YFL041W
YFL040W,YFL040W,ORF,51350-52972,51350,52972,+,not essential,YFL040W
ACT1,YFL039C,ORF,53260-54696,53260,54696,-,essential,YFL039C
YPT1,YFL038C,ORF,55366-55986,55366,55986,-,essential,YFL038C
TUB2,YFL037W,ORF,56336-57709,56336,57709,+,essential,YFL037W
RUF21,YNCF0001C,ncRNA gene,57815-58521,57815,58521,-,not essential,YNCF0001C
RPO41,YFL036W,ORF,58782-62837,58782,62837,+,not essential,YFL036W
MOB2,YFL034C-B,ORF,63016-63993,63016,63993,-,essential,YFL034C-B
RPL22B,YFL034C-A,ORF,64243-64932,64243,64932,-,not essential,YFL034C-A
MIL1,YFL034W,ORF,65477-68698,65477,68698,+,not essential,YFL034W
ARS603,ARS603,ARS,68759-68861,68759,68861,0,not essential,ARS603
RIM15,YFL033C,ORF,69115-74427,69115,74427,-,not essential,YFL033C
YFL032W,YFL032W,ORF,74872-75192,74872,75192,+,not essential,YFL032W
HAC1,YFL031W,ORF,75179-76147,75179,76147,+,not essential,YFL031W
YFL031C-A,YFL031C-A,ORF,76014-76115,76014,76115,-,not essential,YFL031C-A
AGX1,YFL030W,ORF,76831-77988,76831,77988,+,not essential,YFL030W
CAK1,YFL029C,ORF,78055-79161,78055,79161,-,essential,YFL029C
CAF16,YFL028C,ORF,79344-80213,79344,80213,-,not essential,YFL028C
GYP8,YFL027C,ORF,80419-81912,80419,81912,-,not essential,YFL027C
STE2,YFL026W,ORF,82580-83875,82580,83875,+,not essential,YFL026W
BST1,YFL025C,ORF,84145-87234,84145,87234,-,not essential,YFL025C
EPL1,YFL024C,ORF,87847-90345,87847,90345,-,essential,YFL024C
BUD27,YFL023W,ORF,90986-93376,90986,93376,+,not essential,YFL023W
FRS2,YFL022C,ORF,93499-95010,93499,95010,-,essential,YFL022C
YFL021C-A,YFL021C-A,ORF,95761-96615,95761,96615,-,not essential,YFL021C-A
GAT1,YFL021W,ORF,95966-97498,95966,97498,+,not essential,YFL021W
PAU5,YFL020C,ORF,99231-99599,99231,99599,-,not essential,YFL020C
YFL019C,YFL019C,ORF,100252-100605,100252,100605,-,not essential,YFL019C
YFLWdelta1,YFLWdelta1,long terminal repeat,100581-100901,100581,100901,+,not essential,YFLWdelta1
SUF9,YNCF0002W,tRNA gene,101376-101478,101376,101478,+,not essential,YNCF0002W
LPD1,YFL018C,ORF,101628-103127,101628,103127,-,not essential,YFL018C
SMX2,YFL017W-A,ORF,103699-103932,103699,103932,+,essential,YFL017W-A
GNA1,YFL017C,ORF,103983-104462,103983,104462,-,essential,YFL017C
ARS603.1,ARS603.1,ARS,104463-104701,104463,104701,0,not essential,ARS603.1
MDJ1,YFL016C,ORF,104701-106236,104701,106236,-,not essential,YFL016C
YFL015W-A,YFL015W-A,ORF,106415-106732,106415,106732,+,not essential,YFL015W-A
YFL015C,YFL015C,ORF,106469-106963,106469,106963,-,not essential,YFL015C
HSP12,YFL014W,ORF,107256-107585,107256,107585,+,not essential,YFL014W
YFL013W-A,YFL013W-A,ORF,107799-108602,107799,108602,+,not essential,YFL013W-A
IES1,YFL013C,ORF,107852-109930,107852,109930,-,not essential,YFL013C
YFL012W-A,YFL012W-A,ORF,109810-110184,109810,110184,+,not essential,YFL012W-A
YFL012W,YFL012W,ORF,110647-111093,110647,111093,+,not essential,YFL012W
HXT10,YFL011W,ORF,112345-113985,112345,113985,+,not essential,YFL011W
AUA1,YFL010W-A,ORF,114990-115274,114990,115274,+,not essential,YFL010W-A
WWM1,YFL010C,ORF,115108-115743,115108,115743,-,not essential,YFL010C
CDC4,YFL009W,ORF,116145-118484,116145,118484,+,essential,YFL009W
ARS603.5,ARS603.5,ARS,118637-118957,118637,118957,0,not essential,ARS603.5
SMC1,YFL008W,ORF,119429-123106,119429,123106,+,essential,YFL008W
BLM10,YFL007W,ORF,123479-129910,123479,129910,+,not essential,YFL007W
ARS604,ARS604,ARS,127751-128071,127751,128071,0,not essential,ARS604
SEC4,YFL005W,ORF,130334-130981,130334,130981,+,essential,YFL005W
RUF20,YNCF0003C,ncRNA gene,131061-131503,131061,131503,-,not essential,YNCF0003C
VTC2,YFL004W,ORF,131810-134296,131810,134296,+,not essential,YFL004W
MSH4,YFL003C,ORF,134521-137157,134521,137157,-,not essential,YFL003C
ARS605,ARS605,ARS,135985-136085,135985,136085,0,not essential,ARS605
YNCF0004C,YNCF0004C,tRNA gene,137486-137559,137486,137559,-,not essential,YNCF0004C
YFLWdelta2,YFLWdelta2,long terminal repeat,137663-137912,137663,137912,+,not essential,YFLWdelta2
YFLWdelta3,YFLWdelta3,long terminal repeat,137913-138240,137913,138240,+,not essential,YFLWdelta3
YFLWTy2-1,YFLWTy2-1,LTR retrotransposon,137913-143871,137913,143871,+,not essential,YFLWTy2-1
YFL002W-A,YFL002W-A,transposable element gene,138204-143517,138204,143517,+,not essential,YFL002W-A
YFL002W-B,YFL002W-B,transposable element gene,138204-139520,138204,139520,+,not essential,YFL002W-B
YFLWdelta4,YFLWdelta4,long terminal repeat,143540-143871,143540,143871,+,not essential,YFLWdelta4
YFLWdelta5,YFLWdelta5,long terminal repeat,143872-143947,143872,143947,+,not essential,YFLWdelta5
YFLWtau1,YFLWtau1,long terminal repeat,144203-144523,144203,144523,+,not essential,YFLWtau1
YFLCdelta6,YFLCdelta6,long terminal repeat,144524-144822,144524,144822,-,not essential,YFLCdelta6
SPB4,YFL002C,ORF,145114-146934,145114,146934,-,essential,YFL002C
DEG1,YFL001W,ORF,147131-148459,147131,148459,+,not essential,YFL001W
CEN6,CEN6,centromere,148510-148627,148510,148627,+,not essential,CEN6
LOC1,YFR001W,ORF,149110-149724,149110,149724,+,not essential,YFR001W
NIC96,YFR002W,ORF,150016-152535,150016,152535,+,essential,YFR002W
YPI1,YFR003C,ORF,152657-153124,152657,153124,-,essential,YFR003C
RPN11,YFR004W,ORF,153393-154313,153393,154313,+,essential,YFR004W
SAD1,YFR005C,ORF,154527-155873,154527,155873,-,essential,YFR005C
YFR006W,YFR006W,ORF,156145-157752,156145,157752,+,not essential,YFR006W
YNCF0005C,YNCF0005C,tRNA gene,157916-158007,157916,158007,-,not essential,YNCF0005C
YFRWdelta7,YFRWdelta7,long terminal repeat,158376-158686,158376,158686,+,not essential,YFRWdelta7
YFH7,YFR007W,ORF,159299-160360,159299,160360,+,not essential,YFR007W
FAR7,YFR008W,ORF,160535-161200,160535,161200,+,not essential,YFR008W
YFRCdelta8,YFRCdelta8,long terminal repeat,161804-162135,161804,162135,-,not essential,YFRCdelta8
SUF20,YNCF0006W,tRNA gene,162228-162298,162228,162298,+,not essential,YNCF0006W
GCN20,YFR009W,ORF,162488-164746,162488,164746,+,not essential,YFR009W
YFR009W-A,YFR009W-A,ORF,163875-164132,163875,164132,+,not essential,YFR009W-A
UBP6,YFR010W,ORF,165067-166566,165067,166566,+,not essential,YFR010W
YFR010W-A,YFR010W-A,ORF,166728-166916,166728,166916,+,not essential,YFR010W-A
MIC19,YFR011C,ORF,166746-167258,166746,167258,-,not essential,YFR011C
SUP11,YNCF0007W,tRNA gene,167437-167525,167437,167525,+,not essential,YNCF0007W
ARS606,ARS606,ARS,167547-167801,167547,167801,0,not essential,ARS606
DCV1,YFR012W,ORF,167888-168496,167888,168496,+,not essential,YFR012W
YFR012W-A,YFR012W-A,ORF,169224-169310,169224,169310,+,not essential,YFR012W-A
IOC3,YFR013W,ORF,169922-172285,169922,172285,+,not essential,YFR013W
CMK1,YFR014C,ORF,172537-173877,172537,173877,-,not essential,YFR014C
GSY1,YFR015C,ORF,174265-176391,174265,176391,-,not essential,YFR015C
AIP5,YFR016C,ORF,177042-180743,177042,180743,-,not essential,YFR016C
YNCF0008C,YNCF0008C,tRNA gene,180974-181044,180974,181044,-,not essential,YNCF0008C
IGD1,YFR017C,ORF,182274-182861,182274,182861,-,not essential,YFR017C
YFR018C,YFR018C,ORF,183131-184222,183131,184222,-,not essential,YFR018C
FAB1,YFR019W,ORF,184502-191338,184502,191338,+,not essential,YFR019W
YNCF0009C,YNCF0009C,tRNA gene,191513-191613,191513,191613,-,not essential,YNCF0009C
YFRCdelta9,YFRCdelta9,long terminal repeat,191685-191854,191685,191854,-,not essential,YFRCdelta9
CSS2,YFR020W,ORF,192737-193435,192737,193435,+,not essential,YFR020W
ATG18,YFR021W,ORF,194812-196314,194812,196314,+,not essential,YFR021W
ROG3,YFR022W,ORF,196833-199034,196833,199034,+,not essential,YFR022W
RUF22,YNCF0010C,ncRNA gene,199299-199813,199299,199813,-,not essential,YNCF0010C
ARS607,ARS607,ARS,199395-199505,199395,199505,0,not essential,ARS607
PES4,YFR023W,ORF,199874-201709,199874,201709,+,not essential,YFR023W
LSB3,YFR024C-A,ORF,201960-203433,201960,203433,-,not essential,YFR024C-A
HIS2,YFR025C,ORF,203743-204750,203743,204750,-,not essential,YFR025C
YNCF0011C,YNCF0011C,tRNA gene,204924-204996,204924,204996,-,not essential,YNCF0011C
ULI1,YFR026C,ORF,205748-206257,205748,206257,-,not essential,YFR026C
YFRWdelta10,YFRWdelta10,long terminal repeat,206922-207138,206922,207138,+,not essential,YFRWdelta10
ECO1,YFR027W,ORF,207452-208297,207452,208297,+,essential,YFR027W
CDC14,YFR028C,ORF,208413-210068,208413,210068,-,essential,YFR028C
SUP6,YNCF0012C,tRNA gene,210619-210707,210619,210707,-,not essential,YNCF0012C
PTR3,YFR029W,ORF,210937-212973,210937,212973,+,essential,YFR029W
MET10,YFR030W,ORF,213312-216419,213312,216419,+,not essential,YFR030W
ARS608,ARS608,ARS,216357-216704,216357,216704,0,not essential,ARS608
SMC2,YFR031C,ORF,216594-220106,216594,220106,-,essential,YFR031C
RPL2A,YFR031C-A,ORF,220507-221418,220507,221418,-,not essential,YFR031C-A
RUF23,YNCF0013W,ncRNA gene,221714-221967,221714,221967,+,not essential,YNCF0013W
RRT5,YFR032C,ORF,222090-222959,222090,222959,-,not essential,YFR032C
RPL29,YFR032C-A,ORF,223258-223437,223258,223437,-,not essential,YFR032C-A
MIN10,YFR032C-B,ORF,223710-223973,223710,223973,-,not essential,YFR032C-B
QCR6,YFR033C,ORF,224326-224769,224326,224769,-,not essential,YFR033C
PHO4,YFR034C,ORF,225020-225958,225020,225958,-,not essential,YFR034C
YFR034W-A,YFR034W-A,ORF,226022-226309,226022,226309,+,not essential,YFR034W-A
YFR035C,YFR035C,ORF,226121-226465,226121,226465,-,not essential,YFR035C
YNCF0014C,YNCF0014C,tRNA gene,226688-226760,226688,226760,-,not essential,YNCF0014C
CDC26,YFR036W,ORF,226963-227337,226963,227337,+,not essential,YFR036W
YFR036W-A,YFR036W-A,ORF,227451-228101,227451,228101,+,not essential,YFR036W-A
RSC8,YFR037C,ORF,227513-229186,227513,229186,-,essential,YFR037C
IRC5,YFR038W,ORF,229380-231941,229380,231941,+,not essential,YFR038W
OSW7,YFR039C,ORF,232012-233544,232012,233544,-,not essential,YFR039C
SAP155,YFR040W,ORF,234242-237250,234242,237250,+,not essential,YFR040W
ERJ5,YFR041C,ORF,237368-238255,237368,238255,-,not essential,YFR041C
KEG1,YFR042W,ORF,238458-239060,238458,239060,+,essential,YFR042W
IRC6,YFR043C,ORF,239114-239827,239114,239827,-,not essential,YFR043C
DUG1,YFR044C,ORF,239992-241437,239992,241437,-,not essential,YFR044C
MRX20,YFR045W,ORF,241998-242999,241998,242999,+,not essential,YFR045W
CNN1,YFR046C,ORF,243074-244159,243074,244159,-,not essential,YFR046C
BNA6,YFR047C,ORF,244279-245166,244279,245166,-,not essential,YFR047C
RMD8,YFR048W,ORF,246146-248134,246146,248134,+,not essential,YFR048W
YMR31,YFR049W,ORF,248523-248894,248523,248894,+,not essential,YFR049W
PRE4,YFR050C,ORF,249066-249866,249066,249866,-,essential,YFR050C
RET2,YFR051C,ORF,250163-251803,250163,251803,-,essential,YFR051C
RPN12,YFR052W,ORF,252505-253329,252505,253329,+,essential,YFR052W
YFR052C-A,YFR052C-A,ORF,253429-253734,253429,253734,-,not essential,YFR052C-A
HXK1,YFR053C,ORF,253592-255049,253592,255049,-,not essential,YFR053C
ARS609,ARS609,ARS,256277-256431,256277,256431,0,not essential,ARS609
YFR054C,YFR054C,ORF,258855-259433,258855,259433,-,not essential,YFR054C
YFR056C,YFR056C,ORF,263957-264325,263957,264325,-,not essential,YFR056C
IRC7,YFR055W,ORF,264204-265226,264204,265226,+,not essential,YFR055W
YFR057W,YFR057W,ORF,269061-269516,269061,269516,+,not essential,YFR057W
ARS610,ARS610,ARS,269417-270035,269417,270035,0,not essential,ARS610
TEL06R,TEL06R,telomere,269731-270161,269731,270161,+,not essential,TEL06R
MAL1,MAL1,gene group,0-0,0,0,0,not essential,MAL1
TEL07L,TEL07L,telomere,1-781,1,781,-,not essential,TEL07L
YGLWomega1,YGLWomega1,long terminal repeat,838-1079,838,1079,+,not essential,YGLWomega1
COS12,YGL263W,ORF,2790-3932,2790,3932,+,not essential,YGL263W
YGL262W,YGL262W,ORF,5312-5839,5312,5839,+,not essential,YGL262W
PAU11,YGL261C,ORF,6290-6652,6290,6652,-,not essential,YGL261C
YGL260W,YGL260W,ORF,6860-7090,6860,7090,+,not essential,YGL260W
YPS5,YGL259W,ORF,8470-8967,8470,8967,+,not essential,YGL259W
YGL258W-A,YGL258W-A,ORF,9162-9395,9162,9395,+,not essential,YGL258W-A
VEL1,YGL258W,ORF,11110-11730,11110,11730,+,not essential,YGL258W
MNT2,YGL257C,ORF,12481-14157,12481,14157,-,not essential,YGL257C
ADH4,YGL256W,ORF,15159-16307,15159,16307,+,not essential,YGL256W
ZRT1,YGL255W,ORF,20978-22108,20978,22108,+,not essential,YGL255W
FZF1,YGL254W,ORF,22304-23203,22304,23203,+,not essential,YGL254W
HXK2,YGL253W,ORF,23935-25395,23935,25395,+,not essential,YGL253W
RTG2,YGL252C,ORF,25718-27484,25718,27484,-,not essential,YGL252C
HFM1,YGL251C,ORF,27921-31636,27921,31636,-,not essential,YGL251C
RMR1,YGL250W,ORF,31910-32635,31910,32635,+,not essential,YGL250W
ZIP2,YGL249W,ORF,33098-35212,33098,35212,+,not essential,YGL249W
RME3,YNCG0001C,ncRNA gene,33109-35013,33109,35013,-,not essential,YNCG0001C
PDE1,YGL248W,ORF,35653-36762,35653,36762,+,not essential,YGL248W
BRR6,YGL247W,ORF,36933-37526,36933,37526,+,essential,YGL247W
RAI1,YGL246C,ORF,37617-38780,37617,38780,-,not essential,YGL246C
GUS1,YGL245W,ORF,39023-41149,39023,41149,+,essential,YGL245W
RTF1,YGL244W,ORF,41498-43174,41498,43174,+,not essential,YGL244W
TAD1,YGL243W,ORF,43307-44509,43307,44509,+,not essential,YGL243W
YGL242C,YGL242C,ORF,44652-45197,44652,45197,-,not essential,YGL242C
KAP114,YGL241W,ORF,45445-48459,45445,48459,+,not essential,YGL241W
DOC1,YGL240W,ORF,48613-49365,48613,49365,+,not essential,YGL240W
YGL239C,YGL239C,ORF,49431-49745,49431,49745,-,not essential,YGL239C
CSE1,YGL238W,ORF,49552-52434,49552,52434,+,essential,YGL238W
HAP2,YGL237C,ORF,52731-53528,52731,53528,-,not essential,YGL237C
MTO1,YGL236C,ORF,53787-55796,53787,55796,-,not essential,YGL236C
YGL235W,YGL235W,ORF,55279-55815,55279,55815,+,not essential,YGL235W
ADE57,YGL234W,ORF,56482-58890,56482,58890,+,not essential,YGL234W
SEC15,YGL233W,ORF,59122-61854,59122,61854,+,essential,YGL233W
TAN1,YGL232W,ORF,62075-63002,62075,63002,+,not essential,YGL232W
EMC4,YGL231C,ORF,63048-63620,63048,63620,-,not essential,YGL231C
YGL230C,YGL230C,ORF,63772-64215,63772,64215,-,not essential,YGL230C
ARS702,ARS702,ARS,64360-64464,64360,64464,0,not essential,ARS702
SAP4,YGL229C,ORF,64503-66959,64503,66959,-,not essential,YGL229C
SHE10,YGL228W,ORF,67598-69331,67598,69331,+,not essential,YGL228W
VID30,YGL227W,ORF,69671-72547,69671,72547,+,not essential,YGL227W
OST5,YGL226C-A,ORF,72749-73158,72749,73158,-,not essential,YGL226C-A
MTC3,YGL226W,ORF,73340-73711,73340,73711,+,not essential,YGL226W
YNCG0002C,YNCG0002C,tRNA gene,73829-73902,73829,73902,-,not essential,YNCG0002C
VRG4,YGL225W,ORF,76894-77907,76894,77907,+,essential,YGL225W
SDT1,YGL224C,ORF,78015-78857,78015,78857,-,not essential,YGL224C
COG1,YGL223C,ORF,79112-80365,79112,80365,-,not essential,YGL223C
EDC1,YGL222C,ORF,80659-81186,80659,81186,-,not essential,YGL222C
NIF3,YGL221C,ORF,81426-82292,81426,82292,-,not essential,YGL221C
BOL2,YGL220W,ORF,82374-82736,82374,82736,+,not essential,YGL220W
MDM34,YGL219C,ORF,82878-84257,82878,84257,-,not essential,YGL219C
YGL218W,YGL218W,ORF,83650-84300,83650,84300,+,not essential,YGL218W
YGL217C,YGL217C,ORF,84839-85180,84839,85180,-,not essential,YGL217C
KIP3,YGL216W,ORF,84885-87302,84885,87302,+,not essential,YGL216W
CLG1,YGL215W,ORF,87981-89339,87981,89339,+,not essential,YGL215W
YGL214W,YGL214W,ORF,90010-90495,90010,90495,+,not essential,YGL214W
SKI8,YGL213C,ORF,90054-91247,90054,91247,-,not essential,YGL213C
VAM7,YGL212W,ORF,91432-92382,91432,92382,+,not essential,YGL212W
NCS6,YGL211W,ORF,92512-93591,92512,93591,+,not essential,YGL211W
YPT32,YGL210W,ORF,93792-94460,93792,94460,+,not essential,YGL210W
MIG2,YGL209W,ORF,95858-97006,95858,97006,+,not essential,YGL209W
SIP2,YGL208W,ORF,97338-98585,97338,98585,+,not essential,YGL208W
SPT16,YGL207W,ORF,98969-102076,98969,102076,+,essential,YGL207W
CHC1,YGL206C,ORF,102543-107504,102543,107504,-,not essential,YGL206C
POX1,YGL205W,ORF,108158-110404,108158,110404,+,not essential,YGL205W
YNCG0003C,YNCG0003C,tRNA gene,110625-110696,110625,110696,-,not essential,YNCG0003C
YGLWtau1,YGLWtau1,long terminal repeat,110855-111225,110855,111225,+,not essential,YGLWtau1
YGLCdelta1,YGLCdelta1,long terminal repeat,111226-111505,111226,111505,-,not essential,YGLCdelta1
YGLWdelta2,YGLWdelta2,long terminal repeat,111506-111698,111506,111698,+,not essential,YGLWdelta2
YGL204C,YGL204C,ORF,111700-112005,111700,112005,-,not essential,YGL204C
ARS704,ARS704,ARS,112079-112317,112079,112317,0,not essential,ARS704
KEX1,YGL203C,ORF,112475-114664,112475,114664,-,not essential,YGL203C
YGLWdelta3,YGLWdelta3,long terminal repeat,114939-115269,114939,115269,+,not essential,YGLWdelta3
YNCG0004W,YNCG0004W,tRNA gene,115488-115583,115488,115583,+,not essential,YNCG0004W
ARO8,YGL202W,ORF,116059-117561,116059,117561,+,not essential,YGL202W
ARS706,ARS706,ARS,117561-117854,117561,117854,0,not essential,ARS706
MCM6,YGL201C,ORF,117854-120907,117854,120907,-,essential,YGL201C
YNCG0005W,YNCG0005W,tRNA gene,122269-122341,122269,122341,+,not essential,YNCG0005W
EMP24,YGL200C,ORF,122694-123305,122694,123305,-,not essential,YGL200C
YGL199C,YGL199C,ORF,123572-124042,123572,124042,-,not essential,YGL199C
YIP4,YGL198W,ORF,123591-124298,123591,124298,+,not essential,YGL198W
MDS3,YGL197W,ORF,124698-129161,124698,129161,+,not essential,YGL197W
DSD1,YGL196W,ORF,129883-131169,129883,131169,+,not essential,YGL196W
GCN1,YGL195W,ORF,131525-139543,131525,139543,+,not essential,YGL195W
YGL194C-A,YGL194C-A,ORF,139719-139961,139719,139961,-,not essential,YGL194C-A
HOS2,YGL194C,ORF,140368-141726,140368,141726,-,not essential,YGL194C
RME2,YNCG0006C,ncRNA gene,141898-144120,141898,144120,-,not essential,YNCG0006C
